字,音,反切,聲母,韻母,聲調,開合口,攝,等第,,,,,,,,,,,,,,,,,,,i
依,i1,於希,影,微,平,開,止,三等,,,,,,,,,,,,,,,,,,,
的,deik7,都歷,端,錫,入,開,梗,四等,,,,,,,,,,,,,,,,,,,
迫,bak7,博陌,幫,陌,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
質,dzit7,之日,章,質,入,開,臻,三等,,,,,,,,,,,,,,,,,,,
欣,hian1,許斤,曉,欣,平,開,臻,三等,,,,,,,,,,,,,,,,,,,
征,dzan1,諸盈,章,清,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
往,ong4,于兩,云,陽,上,合,宕,三等,,,,,,,,,,,,,,,,,,,
爬,ba2,蒲巴,並,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
彼,bi4,甫委,幫,支,上,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
徑,gian6,古定,見,青,去,開,梗,四等,,,,,,,,,,,,,,,,,,,
所,sv4,疎舉,生,魚,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
舍,sia4 sia6,書冶,書,麻,上,開,假,三等,,,,,,,,,,,,,,,,,,,
舍,sia6,始夜,書,麻,去,開,假,三等,？另有上聲,,,,,,,,,,,,,,,,,,
金,gim1,居吟,見,侵,平,開,深,重钮三等,,,,,,,,,,,,,,,,,,,
命,mian5,眉病,明,庚,去,開,梗,三等,,,,,,,,,,,,,,,,,,,
斧,fu4,方矩,非,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
爸,ba6,捕可,幫,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
采,tshai4,倉宰,清,咍,上,開,蟹,一等,,,,,,,,,,,,,,,,,,,
受,ziu3,殖酉,禪,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
乳,nju3,而主,日,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
貪,tham1,他含,透,覃,平,開,咸,一等,,,,,,,,,,,,,,,,,,,
念,niem5,奴店,泥,添,去,開,咸,四等,,,,,,,,,,,,,,,,,,,
貧,bjen2,符巾,並,真,平,開,臻,重钮三等,,,,,,,,,,,,,,,,,,,
膚,fu1,甫無,非,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
肺,fuai6,芳廢,敷,廢,去,合,蟹,三等,,,,,,,,,,,,,,,,,,,
肢,dzi1,章移,章,支,平,開,止,三等,,,,,,,,,,,,,,,,,,,
腫,dzong4,之隴,章,鍾,上,合,通,三等,,,,,,,,,,,,,,,,,,,
脹,dzoong6,知亮,知,陽,去,開,宕,三等,,,,,,,,,,,,,,,,,,,
朋,ban2 baong2,步崩,並,登,平,開,曾,一等,baong2見三字經：長幼序，友與朋；君則敬，臣則忠。另見《袁甫?题陈和仲尊明亭》韻字，當爲南宋音,,,,,,,,,,,,,,,,,,
股,go4,公户,見,模,上,合,遇,一等,,,,,,,,,,,,,,,,,,,
肥,vi2,符非,奉,微,平,合,止,三等,,,,,,,,,,,,,,,,,,,
服,vouk7,房六,奉,屋,入,合,通,三等,,,,,,,,,,,,,,,,,,,
脅,hiap7,虚業,曉,業,入,開,咸,三等,,,,,,,,,,,,,,,,,,,
周,dziu1,職流,章,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
昏,hun1,呼昆,曉,魂,平,合,臻,一等,,,,,,,,,,,,,,,,,,,
魚,ngv2,語居,疑,魚,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
兔,tho6,湯故,透,模,去,合,遇,一等,,,,,,,,,,,,,,,,,,,
狐,o2,户吳,匣,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
忽,huat8,呼骨,曉,没,入,合,臻,一等,,,,,,,,,,,,,,,,,,,
狗,geu4,古厚,見,侯,上,開,流,一等,,,,,,,,,,,,,,,,,,,
備,bi5,平祕,並,脂,去,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
飾,seik7,賞職,書,職,入,開,曾,三等,,,,,,,,,,,,,,,,,,,
飽,bao4,博巧,幫,肴,上,開,效,二等,,,,,,,,,,,,,,,,,,,
飼,zi5,祥吏,邪,之,去,開,止,三等,,,,,,,,,,,,,,,,,,,
變,bien6,彼眷,幫,仙,去,開,山,三等,,,,,,,,,,,,,,,,,,,
京,gian1,舉卿,見,庚,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
享,hioong4,許兩,曉,陽,上,開,宕,三等,,,,,,,,,,,,,,,,,,,
店,diem6,都念,端,添,去,開,咸,四等,,,,,,,,,,,,,,,,,,,
夜,ia5,羊謝,以,麻,去,開,假,三等,,,,,,,,,,,,,,,,,,,
廟,mieu5,眉召,明,宵,去,開,效,重钮三等,,,,,,,,,,,,,,,,,,,
府,fu4,方矩,非,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
底,dei4,都禮,端,齊,上,開,蟹,四等,,,,,,,,,,,,,,,,,,,
劑,zei6,遵為,從,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
郊,gao1,古肴,見,肴,平,開,效,二等,,,,,,,,,,,,,,,,,,,
廢,fuai6,方肺,非,廢,去,合,蟹,三等,,,,,,,,,,,,,,,,,,,
淨,zian5,疾政,從,清,去,開,梗,三等,,,,,,,,,,,,,,,,,,,
盲,man2,武庚,明,庚,平,開,梗,二等,,,,,,,,,,,,,,,,,,,
放,fong6,甫妄,非,陽,去,合,宕,三等,,,,,,,,,,,,,,,,,,,
刻,khok7,苦得,溪,德,入,開,曾,一等,,,,,,,,,,,,,,,,,,,
育,iouk7,余六,以,屋,入,合,通,三等,,,,,,,,,,,,,,,,,,,
閘,zap7,烏甲,崇,洽,入,開,咸,二等,,,,,,,,,,,,,,,,,,,
鬧,nao5,奴教,娘,肴,去,開,效,二等,,,,,,,,,,,,,,,,,,,
鄭,dzan5,直正,澄,清,去,開,梗,三等,,,,,,,,,,,,,,,,,,,
券,khuen6,去願,溪,元,去,合,山,三等,,,,,,,,,,,,,,,,,,,
卷,guen4 guen6,居轉,見,仙,上,合,山,重钮三等,,,,,,,,,,,,,,,,,,,
卷,guen6,居倦,見,仙,去,合,山,重钮三等,,,,,,,,,,,,,,,,,,,
單,dang1 zien2,都寒,端,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
單,zien2,市連,禪,仙,平,開,山,三等,,,,,,,,,,,,,,,,,,,
炒,tshao4,初爪,初,肴,上,開,效,二等,,,,,,,,,,,,,,,,,,,
炊,tshui1,昌垂,昌,支,平,合,止,三等,,,,,,,,,,,,,,,,,,,
炕,khong6,苦浪,溪,唐,去,開,宕,一等,,,,,,,,,,,,,,,,,,,
炎,iem2,于廉,云,鹽,平,開,咸,三等,,,,,,,,,,,,,,,,,,,
爐,lo2,落胡,來,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
沫,muat7,莫撥,明,末,入,合,山,一等,,,,,,,,,,,,,,,,,,,
淺,tshien4,七演,清,仙,上,開,山,三等,,,,,,,,,,,,,,,,,,,
法,fap7,方乏,非,乏,入,合,咸,三等,,,,,,,,,,,,,,,,,,,
泄,siat7,私列,心,薛,入,開,山,三等,,,,,,,,,,,,,,,,,,,
河,a2,胡歌,匣,歌,平,開,果,一等,,,,,,,,,,,,,,,,,,,
沾,dziem1,張廉,知,鹽,平,開,咸,三等,另有去聲,,,,,,,,,,,,,,,,,,
淚,lui5,力遂,來,脂,去,合,止,三等,,,,,,,,,,,,,,,,,,,
油,iu2,以周,以,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
泊,bok7,傍各,並,鐸,入,開,宕,一等,,,,,,,,,,,,,,,,,,,
沿,ien2,與專,以,仙,平,合,山,三等,,,,,,,,,,,,,,,,,,,
泡,phao6,披教,滂,肴,去,開,效,二等,,,,,,,,,,,,,,,,,,,
注,dzu6,之戍,章,虞,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
瀉,sia6,司夜,心,麻,去,開,假,三等,,,,,,,,,,,,,,,,,,,
泳,iuan5,為命,云,庚,去,合,梗,三等,,,,,,,,,,,,,,,,,,,
泥,nei2 nei5,奴低,泥,齊,平,開,蟹,四等,,,,,,,,,,,,,,,,,,,
泥,nei5,奴計,泥,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
沸,fi6,方味,非,微,去,合,止,三等,,,,,,,,,,,,,,,,,,,
波,bua1,博禾,幫,戈,平,合,果,一等,,,,,,,,,,,,,,,,,,,
潑,phuat7,普活,滂,末,入,合,山,一等,,,,,,,,,,,,,,,,,,,
澤,dzak7,場伯,澄,陌,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
治,dzi5,直利,澄,之,去,開,止,三等,,,,,,,,,,,,,,,,,,,
怖,pho5,普故,滂,模,去,合,遇,一等,,,,,,,,,,,,,,,,,,,
性,sian6,息正,心,清,去,開,梗,三等,,,,,,,,,,,,,,,,,,,
怕,pha6,普駕,滂,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
憐,lien2,落賢,來,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
怪,guai6,古壞,見,皆,去,合,蟹,二等,,,,,,,,,,,,,,,,,,,
學,ok7,胡覺,匣,覺,入,開,江,二等,,,,,,,,,,,,,,,,,,,
寶,bau4,博抱,幫,豪,上,開,效,一等,,,,,,,,,,,,,,,,,,,
宗,dzaong1,作冬,精,冬,平,合,通,一等,,,,,,,,,,,,,,,,,,,
定,dian5,徒徑,定,青,去,開,梗,四等,,,,,,,,,,,,,,,,,,,
宜,ngi2,魚羈,疑,支,平,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
審,sim4,式荏,書,侵,上,開,深,三等,,,,,,,,,,,,,,,,,,,
宙,dziu5,直祐,澄,尤,去,開,流,三等,？,,,,,,,,,,,,,,,,,,
官,guang1,古丸,見,桓,平,合,山,一等,,,,,,,,,,,,,,,,,,,
空,khaong1 khaong6,苦紅,溪,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
空,khaong6,苦貢,溪,東,去,合,通,一等,,,,,,,,,,,,,,,,,,,
簾,liem2,力鹽,來,鹽,平,開,咸,三等,,,,,,,,,,,,,,,,,,,
實,zit7,所櫛,船,質,入,開,臻,三等,,,,,,,,,,,,,,,,,,,
試,si6,式吏,書,之,去,開,止,三等,,,,,,,,,,,,,,,,,,,
郎,long2,魯當,來,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
詩,si1,書之,書,之,平,開,止,三等,,,,,,,,,,,,,,,,,,,
肩,gien1,古賢,見,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
房,vong2,符方,奉,陽,平,合,宕,三等,,,,,,,,,,,,,,,,,,,
誠,zan2,是征,禪,清,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
襯,tshen6,初覲,初,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
衫,sam1,所銜,生,銜,平,開,咸,二等,,,,,,,,,,,,,,,,,,,
視,zi5,常利,禪,开,去,開,止,三等,,,,,,,,,,,,,,,,,,,
話,ua5,下快,匣,夬,去,合,蟹,二等,詩韻中uai與ua兼有,,,,,,,,,,,,,,,,,,
誕,dang3,徒旱,定,寒,上,開,山,一等,,,,,,,,,,,,,,,,,,,
詢,sun2,相倫,心,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
該,gai1,古哀,見,咍,平,開,蟹,一等,,,,,,,,,,,,,,,,,,,
詳,zioong2,似羊,邪,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
建,gien6,居万,見,元,去,開,山,三等,可否作uen？,,,,,,,,,,,,,,,,,,
肅,souk7,息逐,心,屋,入,合,通,三等,,,,,,,,,,,,,,,,,,,
錄,lok7,力玉,來,燭,入,合,通,三等,,,,,,,,,,,,,,,,,,,
隸,lei6,郎計,來,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
居,gv1,九魚,見,魚,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
屆,gai6,古拜,見,皆,去,開,蟹,二等,,,,,,,,,,,,,,,,,,,
刷,suat7,數刮,生,薛,入,合,山,三等,,,,,,,,,,,,,,,,,,,
屈,khut7,區勿,溪,物,入,合,臻,三等,,,,,,,,,,,,,,,,,,,
弦,ien2,胡田,匣,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
承,zan2,署陵,禪,蒸,平,開,曾,三等,,,,,,,,,,,,,,,,,,,
孟,man5,莫更,明,庚,去,開,梗,二等,,,,,,,,,,,,,,,,,,,
孤,go1,古胡,見,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
陝,siem4,失冉,書,鹽,上,開,咸,三等,,,,,,,,,,,,,,,,,,,
降,gong6 ong2,古巷,見,江,去,開,江,二等,,,,,,,,,,,,,,,,,,,
降,ong2,下江,匣,江,平,開,江,二等,,,,,,,,,,,,,,,,,,,
限,ang3,胡簡,匣,山,上,開,山,二等,,,,,,,,,,,,,,,,,,,
妹,muai5,莫佩,明,灰,去,合,蟹,一等,,,,,,,,,,,,,,,,,,,
姑,go1,古胡,見,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
姐,dzia4,兹野,精,麻,上,開,假,三等,,,,,,,,,,,,,,,,,,,
姓,sian6,息正,心,清,去,開,梗,三等,,,,,,,,,,,,,,,,,,,
始,si4,詩止,書,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
駕,ga6,古訝,見,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
參,tsham1 sam1 tshim1,倉含,清,覃,平,開,咸,一等,,,,,,,,,,,,,,,,,,,
參,sam1,蘇甘,心,談,平,開,咸,一等,,,,,,,,,,,,,,,,,,,
參,tshim1,楚簪,初,侵,平,開,深,三等,參差,,,,,,,,,,,,,,,,,,
艱,gang1,古閑,見,山,平,開,山,二等,,,,,,,,,,,,,,,,,,,
線,sien6,私箭,心,仙,去,開,山,三等,,,,,,,,,,,,,,,,,,,
練,lien5,郎甸,來,先,去,開,山,四等,,,,,,,,,,,,,,,,,,,
組,dzo4,則古,精,模,上,合,遇,一等,,,,,,,,,,,,,,,,,,,
細,sei6,蘇計,心,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
駛,si4,踈士,生,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
織,dzeik7,之翼,章,職,入,開,曾,三等,,,,,,,,,,,,,,,,,,,
終,dzaong1,職戎,章,東,平,合,通,三等,,,,,,,,,,,,,,,,,,,
駐,dzu5,中句,知,虞,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
駝,da2,徒河,定,歌,平,開,果,一等,,,,,,,,,,,,,,,,,,,
紹,zieu3,市沼,禪,宵,上,開,效,三等,,,,,,,,,,,,,,,,,,,
經,gian1,古靈,見,青,平,開,梗,四等,,,,,,,,,,,,,,,,,,,
貫,guang6,古玩,見,桓,去,合,山,一等,,,,,,,,,,,,,,,,,,,
奏,dziu6 dzeu6,則候,精,侯,去,開,流,一等,,,,,,,,,,,,,,,,,,,
春,tshun1,昌脣,昌,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
幫,bong1,博旁,幫,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
珍,dzien1,陟鄰,知,真,平,開,臻,三等,,,,,,,,,,,,,,,,,,,
玻,bua1,滂禾,滂,戈,平,合,果,一等,,,,,,,,,,,,,,,,,,,
毒,dok7,徒沃,定,沃,入,合,通,一等,,,,,,,,,,,,,,,,,,,
型,ian2,户經,匣,青,平,開,梗,四等,,,,,,,,,,,,,,,,,,,
掛,guai6 gua6,古賣,見,佳,去,合,蟹,二等,詩韻中作gua6者多,,,,,,,,,,,,,,,,,,
封,faong1,府容,非,鍾,平,合,通,三等,,,,,,,,,,,,,,,,,,,
持,dzi2,直之,澄,之,平,開,止,三等,,,,,,,,,,,,,,,,,,,
項,ong3,胡講,匣,江,上,開,江,二等,,,,,,,,,,,,,,,,,,,
垮,khua4,苦瓦,溪,麻,上,合,假,二等,,,,,,,,,,,,,,,,,,,
挎,kho1,苦胡,溪,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
城,zan2,是征,禪,清,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
撓,nao2 nao4,尼交,娘,肴,平,開,效,二等,鮮用字,,,,,,,,,,,,,,,,,,
撓,nao4,尼交,娘,肴,上,開,效,二等,,,,,,,,,,,,,,,,,,,
政,dzan6,之盛,章,清,去,開,梗,三等,,,,,,,,,,,,,,,,,,,
赴,fu6,芳遇,敷,虞,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
趙,dzieu3,治小,澄,宵,上,開,效,三等,,,,,,,,,,,,,,,,,,,
擋,dong4,多朗,端,唐,上,開,宕,一等,,,,,,,,,,,,,,,,,,,
挺,dian4,徒鼎,定,青,上,開,梗,四等,,,,,,,,,,,,,,,,,,,
括,guat7,古活,見,末,入,合,山,一等,,,,,,,,,,,,,,,,,,,
拴,tshuen1,此縁,清,仙,平,合,山,三等,,,,,,,,,,,,,,,,,,,
拾,zip7,是執,禪,緝,入,開,深,三等,,,,,,,,,,,,,,,,,,,
挑,thio1,吐彫,透,蕭,平,開,效,四等,,,,,,,,,,,,,,,,,,,
挑,dio4,徒了,定,蕭,上,開,效,四等,？,,,,,,,,,,,,,,,,,,
指,dzi4,職雉,章,脂,上,開,止,三等,,,,,,,,,,,,,,,,,,,
墊,diem5,都念,端,添,去,開,咸,四等,,,,,,,,,,,,,,,,,,,
掙,dzan6 tshan1,側迸,莊,耕,去,开,梗,二等,,,,,,,,,,,,,,,,,,,
掙,tshan1,初耕,初,耕,平,开,梗,二等,集韻,,,,,,,,,,,,,,,,,,
擠,dzei4,子禮,精,齊,上,開,蟹,四等,,,,,,,,,,,,,,,,,,,
拼,phian1,普丁,滂,青,平,開,梗,四等,,,,,,,,,,,,,,,,,,,
挖,uat7,烏八,影,黠,入,合,山,二等,,,,,,,,,,,,,,,,,,,
按,ang6,烏旰,影,寒,去,開,山,一等,,,,,,,,,,,,,,,,,,,
揮,hui1,許歸,曉,微,平,合,止,三等,,,,,,,,,,,,,,,,,,,
挪,na2,諾何,泥,歌,平,開,果,一等,,,,,,,,,,,,,,,,,,,
某,meu3,莫厚,明,侯,上,開,流,一等,,,,,,,,,,,,,,,,,,,
甚,zim3,常枕,禪,侵,上,開,深,三等,,,,,,,,,,,,,,,,,,,
甚,zim5,時鴆,常,侵,去,開,深,三等,,,,,,,,,,,,,,,,,,,
革,gak7,古核,見,麥,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
薦,dzien6,作甸,精,先,去,開,山,四等,,,,,,,,,,,,,,,,,,,
巷,ong5,胡絳,匣,江,去,開,江,二等,自擬音加h聲母,,,,,,,,,,,,,,,,,,
帶,dai6,當蓋,端,泰,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
草,tshau4,釆老,清,豪,上,開,效,一等,,,,,,,,,,,,,,,,,,,
繭,gien4,古典,見,先,上,開,山,四等,,,,,,,,,,,,,,,,,,,
茶,dza2,宅加,澄,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
荒,hong1,呼光,曉,唐,平,合,宕,一等,,,,,,,,,,,,,,,,,,,
茫,mong2,莫郎,明,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
蕩,dong3 thong5,徒朗,定,唐,上,開,宕,一等,另有去聲但為透聲母,,,,,,,,,,,,,,,,,,
蕩,thong5,他浪,透,唐,去,開,宕,一等,,,,,,,,,,,,,,,,,,,
榮,iuan2,永兵,云,庚,平,合,梗,三等,,,,,,,,,,,,,,,,,,,
故,go6,古暮,見,模,去,合,遇,一等,,,,,,,,,,,,,,,,,,,
胡,o2,户吳,匣,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
南,nam2,那含,泥,覃,平,開,咸,一等,,,,,,,,,,,,,,,,,,,
藥,iok7,以灼,以,藥,入,開,宕,三等,,,,,,,,,,,,,,,,,,,
標,bieu1,甫遥,幫,宵,平,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
枯,kho1,苦胡,溪,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
柄,bian4,陂病,幫,庚,上,開,梗,三等,,,,,,,,,,,,,,,,,,,
棟,daong5,多貢,端,東,去,合,通,一等,,,,,,,,,,,,,,,,,,,
相,sioong1 sioong6,息良,心,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
相,sioong6,息亮,心,陽,去,開,宕,三等,,,,,,,,,,,,,,,,,,,
查,dza2,側加,莊,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
柏,bak7,博陌,幫,陌,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
柳,liu3,力久,來,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
柱,dzu3,知庾,澄,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
柿,zi3,鉏里,崇,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
欄,lang2,落干,來,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
樹,zu5,常句,禪,虞,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
要,ieu6 ieu1,於霄,影,宵,去,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
要,ieu1,於笑,影,宵,平,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
鹹,am2,胡讒,匣,咸,平,開,咸,二等,,,,,,,,,,,,,,,,,,,
威,ui1,於非,影,微,平,合,止,三等,,,,,,,,,,,,,,,,,,,
歪,huai1,火媧,曉,佳,平,合,蟹,二等,,,,,,,,,,,,,,,,,,,
研,ngien2,五堅,疑,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
研,ngien6,吾甸,疑,先,去,開,山,四等,通硯,,,,,,,,,,,,,,,,,,
磚,dzuen1,職縁,章,仙,平,合,山,三等,,,,,,,,,,,,,,,,,,,
厘,li2,里之,來,之,平,開,止,三等,,,,,,,,,,,,,,,,,,,
厚,geu3,胡口,匣,侯,上,開,流,一等,大部方言為g聲母,,,,,,,,,,,,,,,,,,
砌,tshei6,七計,清,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
砍,kham4,苦感,溪,覃,上,開,咸,一等,,,,,,,,,,,,,,,,,,,
面,mien5,彌箭,明,仙,去,開,山,重钮四等,,,,,,,,,,,,,,,,,,,
耐,nai5,奴代,泥,咍,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
耍,sua4,沙瓦,生,麻,上,合,假,二等,,,,,,,,,,,,,,,,,,,
牽,khien1,苦堅,溪,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
殘,zang2,徂贊,從,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
殃,ioong1,於良,影,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
輕,khian1,去盈,溪,清,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
鴉,a1,於加,影,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
皆,gai1,古諧,見,皆,平,開,蟹,二等,,,,,,,,,,,,,,,,,,,
背,buai6,補妹,幫,灰,去,合,蟹,一等,,,,,,,,,,,,,,,,,,,
戰,dzien6,之膳,章,仙,去,開,山,三等,,,,,,,,,,,,,,,,,,,
點,diem4,多忝,端,添,上,開,咸,四等,,,,,,,,,,,,,,,,,,,
臨,lim2,力尋,來,侵,平,開,深,三等,,,,,,,,,,,,,,,,,,,
臨,lim6,良鴆,來,侵,去,開,深,三等,,,,,,,,,,,,,,,,,,,
覽,lam3,盧敢,來,談,上,開,咸,一等,,,,,,,,,,,,,,,,,,,
豎,zu3,臣庾,禪,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
省,san4 sian4,所景,生,庚,上,開,梗,二等,,,,,,,,,,,,,,,,,,,
省,sian4,息井,心,清,上,開,梗,三等,,,,,,,,,,,,,,,,,,,
削,siok7,息約,心,藥,入,開,宕,三等,,,,,,,,,,,,,,,,,,,
嘗,zioong2,市羊,禪,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
是,zi3,承紙,禪,支,上,開,止,三等,,,,,,,,,,,,,,,,,,,
盼,phang6,匹莧,滂,山,去,開,山,二等,,,,,,,,,,,,,,,,,,,
眨,dzap7,側洽,莊,洽,入,開,咸,二等,,,,,,,,,,,,,,,,,,,
哄,haong4,呼孔,曉,東,上,合,通,一等,,,,,,,,,,,,,,,,,,,
顯,hien4,呼典,曉,先,上,開,山,四等,,,,,,,,,,,,,,,,,,,
啞,ak7 a4,烏格,影,陌,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
啞,a4,烏下,影,麻,上,開,假,二等,,,,,,,,,,,,,,,,,,,
冒,mau5,莫報,明,豪,去,開,效,一等,,,,,,,,,,,,,,,,,,,
映,ian6,於敬,影,庚,去,開,梗,三等,,,,,,,,,,,,,,,,,,,
星,sian1,桑經,心,青,平,開,梗,四等,,,,,,,,,,,,,,,,,,,
昨,zok7,在各,從,鐸,入,開,宕,一等,,,,,,,,,,,,,,,,,,,
畏,ui5,於胃,影,微,去,合,止,三等,,,,,,,,,,,,,,,,,,,
趴,無載,,,,,,,,,,,,,,,,,,,,,,,,,,
胃,ui5,于貴,云,微,去,合,止,三等,,,,,,,,,,,,,,,,,,,
貴,gui6,居胃,見,微,去,合,止,三等,,,,,,,,,,,,,,,,,,,
界,gai6,古拜,見,皆,去,開,蟹,二等,,,,,,,,,,,,,,,,,,,
虹,aong2,户公,匣,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
蝦,ha1,虚加,曉,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
蟻,ngi3,魚倚,疑,支,上,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
思,si1 si6,息兹,心,之,平,開,止,三等,,,,,,,,,,,,,,,,,,,
思,si6,,,,去,,,,,,,,,,,,,,,,,,,,,,
螞,ma4,莫下,明,麻,上,開,假,二等,？,,,,,,,,,,,,,,,,,,
雖,sui1,息遺,心,脂,平,合,止,三等,,,,,,,,,,,,,,,,,,,
品,phim4,丕飲,滂,侵,上,開,深,重钮三等,,,,,,,,,,,,,,,,,,,
咽,ien1 ien6 iat7,烏前,影,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
咽,ien6,於甸,影,先,去,開,山,四等,,,,,,,,,,,,,,,,,,,
咽,iat7,烏結,影,屑,入,開,山,四等,,,,,,,,,,,,,,,,,,,
罵,ma5,莫駕,明,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
嘩,ua2,胡瓜,匣,麻,平,合,假,二等,,,,,,,,,,,,,,,,,,,
咱,dza2,莊加,莊,麻,平,開,假,二等,字彙,,,,,,,,,,,,,,,,,,
響,hioong4,許兩,曉,陽,上,開,宕,三等,,,,,,,,,,,,,,,,,,,
哈,ngap7 ha1,許加,疑,合,入,開,咸,一等,,,,,,,,,,,,,,,,,,,
哈,ha1,許加,曉,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
咬,ngao3,五巧,疑,肴,上,開,效,二等,,,,,,,,,,,,,,,,,,,
咳,khai5,苦代,溪,咍,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
哪,na5 na2,乃箇,泥,歌,去,開,果,一等,,,,,,,,,,,,,,,,,,,
哪,na2,囊何,泥,歌,平,開,果,一等,,,,,,,,,,,,,,,,,,,
炭,thang6,他旦,透,寒,去,開,山,一等,,,,,,,,,,,,,,,,,,,
峽,ap7,侯夾,匣,洽,入,開,咸,二等,,,,,,,,,,,,,,,,,,,
罰,vuat7,房越,奉,月,入,合,山,三等,,,,,,,,,,,,,,,,,,,
賤,zien6,才線,從,仙,去,開,山,三等,,,,,,,,,,,,,,,,,,,
貼,thiap7,他協,透,帖,入,開,咸,四等,,,,,,,,,,,,,,,,,,,
骨,guat7,古忽,見,没,入,合,臻,一等,,,,,,,,,,,,,,,,,,,
鈔,tshao1,楚交,初,肴,平,開,效,二等,,,,,,,,,,,,,,,,,,,
