#现代汉语语料库词语频率表;;;;
#语料规模:2000万字;;;;
#只列入出现次数大于50次的词;;;;
#下载自www.cncorpus.org语料库在线网站;;;;
;;;;
;;;;
id;词语;出现次数;频率（%）;累积频率（%）
2596;大夫;450;0.0047;73.0833
2597;公式;450;0.0047;73.088
2598;详细;449;0.0047;73.0927
2599;居住;449;0.0047;73.0974
2600;屋;449;0.0047;73.1021
2601;演;449;0.0047;73.1068
2602;数字;448;0.0047;73.1209
2603;表情;448;0.0047;73.1115
2604;乙;448;0.0047;73.1256
2605;自从;448;0.0047;73.1303
2606;传递;448;0.0047;73.1162
2607;丢;447;0.0047;73.135
2608;地点;447;0.0047;73.1397
2609;纯;447;0.0047;73.1444
2610;切;447;0.0047;73.1491
2611;优良;446;0.0047;73.1538
2612;广阔;446;0.0047;73.1632
2613;足以;446;0.0047;73.1679
2614;羊;446;0.0047;73.1585
2615;得了;445;0.0047;73.1726
2616;媳妇;445;0.0047;73.1773
2617;试管;445;0.0047;73.182
2618;猫;444;0.0046;73.1866
2619;灵魂;444;0.0046;73.205
2620;说出;444;0.0046;73.2096
2621;美好;444;0.0046;73.2004
2622;打算;444;0.0046;73.1958
2623;国营;444;0.0046;73.1912
2624;随时;443;0.0046;73.2142
2625;移;443;0.0046;73.2188
2626;数目;443;0.0046;73.2234
2627;升高;443;0.0046;73.228
2628;板;443;0.0046;73.2326
2629;他人;442;0.0046;73.2694
2630;冬季;442;0.0046;73.2648
2631;细菌;442;0.0046;73.2372
2632;核心;442;0.0046;73.2602
2633;煤;442;0.0046;73.274
2634;引进;442;0.0046;73.2786
2635;特色;442;0.0046;73.2556
2636;智慧;442;0.0046;73.2464
2637;小孩;442;0.0046;73.2418
2638;紧密;442;0.0046;73.251
2639;商店;441;0.0046;73.2832
2640;刺;441;0.0046;73.2878
2641;抗;441;0.0046;73.2924
2642;幼虫;440;0.0046;73.297
2643;挤;440;0.0046;73.3016
2644;水里;439;0.0046;73.3062
2645;软;439;0.0046;73.3108
2646;建国;439;0.0046;73.3154
2647;症状;439;0.0046;73.32
2648;鬼;438;0.0046;73.3246
2649;粒子;438;0.0046;73.3292
2650;根据地;438;0.0046;73.3338
2651;食品;437;0.0046;73.3384
2652;增多;437;0.0046;73.343
2653;致;437;0.0046;73.3476
2654;好处;437;0.0046;73.3522
2655;消极;437;0.0046;73.3568
2656;装置;436;0.0046;73.3614
2657;商量;436;0.0046;73.3752
2658;德;436;0.0046;73.3798
2659;蒋;436;0.0046;73.3706
2660;空中;436;0.0046;73.366
2661;句子;435;0.0046;73.4074
2662;远处;435;0.0046;73.412
2663;情景;435;0.0046;73.4028
2664;水面;435;0.0046;73.4166
2665;随便;435;0.0046;73.3936
2666;模型;435;0.0046;73.3982
2667;进口;435;0.0046;73.389
2668;好几;435;0.0046;73.3844
2669;信号;434;0.0045;73.4211
2670;基地;434;0.0045;73.4256
2671;再次;434;0.0045;73.4301
2672;主导;433;0.0045;73.4346
2673;放出;433;0.0045;73.4391
2674;工程师;433;0.0045;73.4436
2675;救;432;0.0045;73.4481
2676;首都;432;0.0045;73.4526
2677;平静;432;0.0045;73.4571
2678;开会;431;0.0045;73.4616
2679;贴;431;0.0045;73.4661
2680;组成部分;431;0.0045;73.4706
2681;等待;431;0.0045;73.4751
2682;进化;430;0.0045;73.4796
2683;实验室;429;0.0045;73.5201
2684;大都;429;0.0045;73.5156
2685;生殖;429;0.0045;73.5111
2686;湿;429;0.0045;73.5066
2687;立场;429;0.0045;73.5246
2688;浓度;429;0.0045;73.4841
2689;说到;429;0.0045;73.5021
2690;公有制;429;0.0045;73.5291
2691;群体;429;0.0045;73.4931
2692;血液;429;0.0045;73.4886
2693;盘;429;0.0045;73.4976
2694;禁止;428;0.0045;73.5426
2695;零;428;0.0045;73.5336
2696;药物;428;0.0045;73.5381
2697;果;428;0.0045;73.5471
2698;创造性;427;0.0045;73.5561
2699;技巧;427;0.0045;73.5606
2700;灵活;427;0.0045;73.5651
2701;反抗;427;0.0045;73.5516
2702;计;426;0.0045;73.5786
2703;计算机;426;0.0045;73.5831
2704;选举;426;0.0045;73.5741
2705;灯光;426;0.0045;73.5696
2706;消化;425;0.0044;73.5875
2707;持续;425;0.0044;73.5919
2708;宋;425;0.0044;73.5963
2709;半天;425;0.0044;73.6007
2710;汉;424;0.0044;73.6095
2711;分工;424;0.0044;73.6139
2712;妻;424;0.0044;73.6183
2713;那时候;424;0.0044;73.6227
2714;亚洲;424;0.0044;73.6271
2715;设想;424;0.0044;73.6051
2716;医学;423;0.0044;73.6359
2717;大伙;423;0.0044;73.6403
2718;作业;423;0.0044;73.6315
2719;艰苦;422;0.0044;73.6447
2720;建成;422;0.0044;73.6491
2721;不安;422;0.0044;73.6535
2722;不禁;421;0.0044;73.6579
2723;连接;421;0.0044;73.6623
2724;急忙;421;0.0044;73.6667
2725;茶;421;0.0044;73.6711
2726;党员;421;0.0044;73.6755
2727;钢;421;0.0044;73.6799
2728;熟;420;0.0044;73.6887
2729;尖;420;0.0044;73.6931
2730;有一次;420;0.0044;73.6843
2731;年前;419;0.0044;73.7019
2732;尽量;419;0.0044;73.7063
2733;违反;419;0.0044;73.6975
2734;对着;418;0.0044;73.7107
2735;法制;418;0.0044;73.7151
2736;缓慢;418;0.0044;73.7195
2737;伏;418;0.0044;73.7239
2738;象是;418;0.0044;73.7283
2739;弟弟;418;0.0044;73.7327
2740;针对;418;0.0044;73.7371
2741;膜;418;0.0044;73.7415
2742;收到;417;0.0044;73.7635
2743;末;417;0.0044;73.7591
2744;新鲜;417;0.0044;73.7459
2745;频率;417;0.0044;73.7723
2746;危机;417;0.0044;73.7679
2747;游;417;0.0044;73.7503
2748;采访;417;0.0044;73.7547
2749;草原;416;0.0044;73.7767
2750;主持;416;0.0044;73.7811
2751;青;416;0.0044;73.7855
2752;危害;416;0.0044;73.7899
2753;举办;416;0.0044;73.7943
2754;取消;415;0.0043;73.7986
2755;精;415;0.0043;73.8072
2756;插;415;0.0043;73.8115
2757;画面;415;0.0043;73.8029
2758;保卫;414;0.0043;73.8158
2759;封建社会;414;0.0043;73.8201
2760;释放;413;0.0043;73.8631
2761;害怕;413;0.0043;73.8674
2762;可惜;413;0.0043;73.8588
2763;四周;413;0.0043;73.8545
2764;少量;413;0.0043;73.8502
2765;缘故;413;0.0043;73.8459
2766;队员;413;0.0043;73.8244
2767;部位;413;0.0043;73.8416
2768;宏观;413;0.0043;73.8373
2769;公共;413;0.0043;73.833
2770;独特;413;0.0043;73.8287
2771;范畴;412;0.0043;73.8932
2772;不幸;412;0.0043;73.8975
2773;占领;412;0.0043;73.876
2774;七十;412;0.0043;73.8889
2775;无疑;412;0.0043;73.9018
2776;相当于;412;0.0043;73.8717
2777;发扬;412;0.0043;73.8846
2778;渗透;412;0.0043;73.8803
2779;有一天;411;0.0043;73.9276
2780;便于;411;0.0043;73.9233
2781;今日;411;0.0043;73.919
2782;妹妹;411;0.0043;73.9061
2783;痛;411;0.0043;73.9147
2784;相关;411;0.0043;73.9319
2785;粮;411;0.0043;73.9104
2786;适宜;410;0.0043;73.9405
2787;收购;410;0.0043;73.9448
2788;擦;410;0.0043;73.9362
2789;雾;409;0.0043;73.9577
2790;不准;409;0.0043;73.962
2791;反革命;409;0.0043;73.9534
2792;厉害;409;0.0043;73.9491
2793;夫人;408;0.0043;73.9663
2794;升;408;0.0043;73.9706
2795;勇敢;408;0.0043;73.9749
2796;可能性;408;0.0043;73.9792
2797;聪明;408;0.0043;73.9835
2798;忽视;408;0.0043;73.9878
2799;南部;408;0.0043;73.9921
2800;之内;407;0.0043;74.0007
2801;应有;407;0.0043;74.0179
2802;回忆;407;0.0043;74.0136
2803;曲;407;0.0043;74.0222
2804;更新;407;0.0043;73.9964
2805;微微;407;0.0043;74.0093
2806;安;407;0.0043;74.005
2807;社会主义社会;406;0.0042;74.06
2808;本人;406;0.0042;74.0558
2809;面临;406;0.0042;74.0516
2810;得以;406;0.0042;74.0474
2811;预测;406;0.0042;74.0264
2812;大规模;406;0.0042;74.039
2813;名称;406;0.0042;74.0642
2814;孙;406;0.0042;74.0348
2815;地形;406;0.0042;74.0306
2816;家伙;406;0.0042;74.0432
2817;将军;405;0.0042;74.0936
2818;河流;405;0.0042;74.0978
2819;效应;405;0.0042;74.0894
2820;幻想;405;0.0042;74.0852
2821;顾客;405;0.0042;74.0684
2822;议论;405;0.0042;74.081
2823;山东;405;0.0042;74.0768
2824;利;405;0.0042;74.0726
2825;树立;404;0.0042;74.1356
2826;社会主义制度;404;0.0042;74.1314
2827;贷款;404;0.0042;74.1272
2828;燃料;404;0.0042;74.123
2829;特有;404;0.0042;74.102
2830;千万;404;0.0042;74.144
2831;阵;404;0.0042;74.1398
2832;不一定;404;0.0042;74.1146
2833;予以;404;0.0042;74.1104
2834;货;404;0.0042;74.1062
2835;四川;404;0.0042;74.1188
2836;诞生;403;0.0042;74.1734
2837;桥;403;0.0042;74.1692
2838;大地;403;0.0042;74.165
2839;分化;403;0.0042;74.1776
2840;描绘;403;0.0042;74.1608
2841;光荣;403;0.0042;74.1566
2842;案件;403;0.0042;74.1482
2843;看看;403;0.0042;74.1524
2844;繁荣;402;0.0042;74.186
2845;总体;402;0.0042;74.1818
2846;居;401;0.0042;74.2028
2847;推行;401;0.0042;74.1902
2848;碰;401;0.0042;74.1986
2849;抗战;401;0.0042;74.207
2850;穿过;401;0.0042;74.1944
2851;夏;400;0.0042;74.2364
2852;实质;400;0.0042;74.2574
2853;恨;400;0.0042;74.2532
2854;保;400;0.0042;74.249
2855;大学生;400;0.0042;74.2406
2856;一口;400;0.0042;74.2616
2857;劳动生产率;400;0.0042;74.2112
2858;运行;400;0.0042;74.2154
2859;少数民族;400;0.0042;74.2322
2860;长大;400;0.0042;74.2448
2861;一道;400;0.0042;74.228
2862;活泼;400;0.0042;74.2238
2863;亲切;400;0.0042;74.2196
2864;进展;399;0.0042;74.27
2865;光线;399;0.0042;74.2742
2866;激发;399;0.0042;74.2784
2867;家乡;399;0.0042;74.2826
2868;沿海;399;0.0042;74.2868
2869;暗;399;0.0042;74.2658
2870;既是;398;0.0042;74.2952
2871;背后;398;0.0042;74.2994
2872;不利;398;0.0042;74.291
2873;具;397;0.0042;74.3036
2874;黑色;397;0.0042;74.3078
2875;骨;397;0.0042;74.312
2876;怀;397;0.0042;74.3162
2877;热闹;397;0.0042;74.3204
2878;挖;397;0.0042;74.3246
2879;损害;397;0.0042;74.3288
2880;天体;396;0.0041;74.3493
2881;证实;396;0.0041;74.3534
2882;蒸发;396;0.0041;74.3452
2883;树木;396;0.0041;74.337
2884;俺;396;0.0041;74.3329
2885;固然;396;0.0041;74.3575
2886;美术;396;0.0041;74.3411
2887;放弃;395;0.0041;74.3616
2888;之上;395;0.0041;74.3657
2889;氏族;394;0.0041;74.3698
2890;性能;394;0.0041;74.3739
2891;理性;394;0.0041;74.378
2892;浅;394;0.0041;74.3821
2893;工业生产;394;0.0041;74.3862
2894;八十;393;0.0041;74.4067
2895;温暖;393;0.0041;74.4026
2896;华;393;0.0041;74.3903
2897;肺;393;0.0041;74.3985
2898;所有制;393;0.0041;74.4108
2899;包围;393;0.0041;74.3944
2900;底下;392;0.0041;74.4149
2901;当代;392;0.0041;74.419
2902;周恩来;392;0.0041;74.4231
2903;星;392;0.0041;74.4272
2904;节目;391;0.0041;74.4313
2905;桌上;391;0.0041;74.4354
2906;团长;391;0.0041;74.4395
2907;床;391;0.0041;74.4436
2908;守;391;0.0041;74.4477
2909;人群;390;0.0041;74.4723
2910;缺;390;0.0041;74.4682
2911;浓;390;0.0041;74.4641
2912;飞行;390;0.0041;74.4764
2913;证;390;0.0041;74.46
2914;赶紧;390;0.0041;74.4518
2915;基因;390;0.0041;74.4559
2916;劲;390;0.0041;74.4805
2917;大多;389;0.0041;74.5051
2918;桌子;389;0.0041;74.501
2919;环;389;0.0041;74.4846
2920;动员;389;0.0041;74.4969
2921;研制;389;0.0041;74.5092
2922;教会;389;0.0041;74.4928
2923;落实;389;0.0041;74.4887
2924;朝鲜;388;0.0041;74.5379
2925;二者;388;0.0041;74.5338
2926;晓得;388;0.0041;74.5297
2927;一代;388;0.0041;74.5174
2928;牙;388;0.0041;74.5133
2929;局长;388;0.0041;74.542
2930;有趣;388;0.0041;74.5256
2931;否认;388;0.0041;74.5215
2932;列;387;0.004;74.566
2933;汗;387;0.004;74.562
2934;盛;387;0.004;74.558
2935;反正;387;0.004;74.546
2936;地图;387;0.004;74.554
2937;题;387;0.004;74.57
2938;孤立;387;0.004;74.55
2939;不满;386;0.004;74.578
2940;那边;386;0.004;74.582
2941;穿着;386;0.004;74.586
2942;物价;386;0.004;74.574
2943;心脏;385;0.004;74.594
2944;房屋;385;0.004;74.598
2945;哥;385;0.004;74.59
2946;攻击;384;0.004;74.606
2947;载;384;0.004;74.61
2948;露;384;0.004;74.614
2949;全世界;384;0.004;74.618
2950;脱;384;0.004;74.622
2951;塑造;384;0.004;74.602
2952;键;383;0.004;74.638
2953;精力;383;0.004;74.642
2954;耳;383;0.004;74.634
2955;香;383;0.004;74.63
2956;完了;383;0.004;74.626
2957;象征;382;0.004;74.666
2958;赶快;382;0.004;74.646
2959;世界观;382;0.004;74.662
2960;卵;382;0.004;74.67
2961;开辟;382;0.004;74.658
2962;透;382;0.004;74.65
2963;论述;382;0.004;74.654
2964;较为;381;0.004;74.674
2965;垄断;381;0.004;74.678
2966;小麦;381;0.004;74.682
2967;年纪;381;0.004;74.686
2968;做法;381;0.004;74.69
2969;界;381;0.004;74.694
2970;交际;381;0.004;74.698
2971;巴黎;380;0.004;74.718
2972;优点;380;0.004;74.722
2973;获;380;0.004;74.714
2974;相互作用;380;0.004;74.706
2975;过多;380;0.004;74.702
2976;脸色;380;0.004;74.726
2977;十四;380;0.004;74.71
2978;共有;379;0.004;74.73
2979;公斤;379;0.004;74.734
2980;基金;379;0.004;74.738
2981;着重;378;0.004;74.742
2982;海上;378;0.004;74.754
2983;这就是说;378;0.004;74.758
2984;看成;378;0.004;74.75
2985;山区;378;0.004;74.746
2986;制订;377;0.0039;74.7658
2987;界限;377;0.0039;74.7853
2988;钢铁;377;0.0039;74.7892
2989;东方;377;0.0039;74.7814
2990;大脑;377;0.0039;74.7775
2991;情报;377;0.0039;74.7619
2992;硫酸;377;0.0039;74.7736
2993;干涉;377;0.0039;74.7697
2994;均匀;376;0.0039;74.7931
2995;什么样;376;0.0039;74.797
2996;罪;376;0.0039;74.8009
2997;反之;376;0.0039;74.8048
2998;职务;375;0.0039;74.8204
2999;罗马;375;0.0039;74.8282
3000;玉米;375;0.0039;74.8243
3001;三中全会;375;0.0039;74.836
3002;搭;375;0.0039;74.8126
3003;会上;375;0.0039;74.8087
3004;叙述;375;0.0039;74.8321
3005;纠正;375;0.0039;74.8165
3006;确立;374;0.0039;74.8399
3007;党中央;374;0.0039;74.8438
3008;可爱;374;0.0039;74.8477
3009;山上;374;0.0039;74.8516
3010;冬天;374;0.0039;74.8555
3011;教训;374;0.0039;74.8594
3012;取出;373;0.0039;74.8867
3013;合适;373;0.0039;74.8828
3014;可靠;373;0.0039;74.8789
3015;脖子;373;0.0039;74.8945
3016;国民;373;0.0039;74.8633
3017;招呼;373;0.0039;74.875
3018;抬;373;0.0039;74.8906
3019;冒;373;0.0039;74.8711
3020;资本主义社会;373;0.0039;74.8672
3021;秋;372;0.0039;74.914
3022;莫;372;0.0039;74.9101
3023;泥;372;0.0039;74.8984
3024;老头;372;0.0039;74.9062
3025;围绕;372;0.0039;74.9179
3026;家长;372;0.0039;74.9023
3027;答;371;0.0039;74.9452
3028;动手;371;0.0039;74.9647
3029;大海;371;0.0039;74.9608
3030;爱国;371;0.0039;74.9569
3031;区分;371;0.0039;74.953
3032;主意;371;0.0039;74.9257
3033;齐;371;0.0039;74.9491
3034;串;371;0.0039;74.9686
3035;想法;371;0.0039;74.9218
3036;罗;371;0.0039;74.9413
3037;见面;371;0.0039;74.9374
3038;早在;371;0.0039;74.9335
3039;公;371;0.0039;74.9296
3040;虚;370;0.0039;74.9998
3041;分成;370;0.0039;74.9959
3042;战胜;370;0.0039;74.992
3043;二百;370;0.0039;74.9881
3044;等到;370;0.0039;74.9842
3045;右手;370;0.0039;74.9725
3046;工作人员;370;0.0039;74.9803
3047;人人;370;0.0039;75.0037
3048;写作;370;0.0039;74.9764
3049;老婆;369;0.0039;75.0076
3050;单独;369;0.0039;75.0115
3051;买卖;368;0.0039;75.0154
3052;南北;368;0.0039;75.0193
3053;热爱;368;0.0039;75.0232
3054;斗;367;0.0038;75.0574
3055;冬;367;0.0038;75.0536
3056;步骤;367;0.0038;75.0498
3057;古老;367;0.0038;75.046
3058;门外;367;0.0038;75.065
3059;前途;367;0.0038;75.0308
3060;领导者;367;0.0038;75.0422
3061;源;367;0.0038;75.027
3062;修改;367;0.0038;75.0346
3063;抬起;367;0.0038;75.0612
3064;微;367;0.0038;75.0384
3065;课题;366;0.0038;75.103
3066;地质;366;0.0038;75.0992
3067;军阀;366;0.0038;75.0954
3068;社会学;366;0.0038;75.0916
3069;对外;366;0.0038;75.0878
3070;为止;366;0.0038;75.1068
3071;混合;366;0.0038;75.084
3072;扶;366;0.0038;75.0802
3073;夫妻;366;0.0038;75.0764
3074;本领;366;0.0038;75.0688
3075;线段;366;0.0038;75.0726
3076;高低;365;0.0038;75.1144
3077;富;365;0.0038;75.1296
3078;配;365;0.0038;75.1258
3079;恶;365;0.0038;75.122
3080;协作;365;0.0038;75.1106
3081;碳;365;0.0038;75.1182
3082;视;364;0.0038;75.1562
3083;浑身;364;0.0038;75.1372
3084;条例;364;0.0038;75.141
3085;碰到;364;0.0038;75.1448
3086;浪费;364;0.0038;75.1486
3087;追;364;0.0038;75.1524
3088;数据;364;0.0038;75.1334
3089;不然;363;0.0038;75.1752
3090;松;363;0.0038;75.179
3091;基层;363;0.0038;75.1714
3092;限度;363;0.0038;75.1828
3093;祖先;363;0.0038;75.1676
3094;背景;363;0.0038;75.1638
3095;评论;363;0.0038;75.16
3096;曰;362;0.0038;75.2056
3097;天上;362;0.0038;75.2018
3098;尾;362;0.0038;75.198
3099;考试;362;0.0038;75.1942
3100;丧失;362;0.0038;75.1866
3101;手术;362;0.0038;75.1904
3102;高温;361;0.0038;75.2246
3103;暴露;361;0.0038;75.2094
3104;蔬菜;361;0.0038;75.2132
3105;意外;361;0.0038;75.217
3106;愿;361;0.0038;75.2208
3107;灰;360;0.0038;75.2284
3108;发行;360;0.0038;75.2436
3109;服装;360;0.0038;75.2474
3110;对应;360;0.0038;75.2398
3111;略;360;0.0038;75.2322
3112;爆炸;360;0.0038;75.236
3113;粉;359;0.0038;75.2512
3114;轴;359;0.0038;75.255
3115;安慰;359;0.0038;75.2588
3116;折;359;0.0038;75.2626
3117;绝;359;0.0038;75.2664
3118;湖南;359;0.0038;75.2702
3119;向上;359;0.0038;75.274
3120;肥;359;0.0038;75.2778
3121;防治;358;0.0037;75.2852
3122;办事;358;0.0037;75.2926
3123;随后;358;0.0037;75.2963
3124;运;358;0.0037;75.2815
3125;中的;358;0.0037;75.2889
3126;紧急;357;0.0037;75.3
3127;镇;357;0.0037;75.3037
3128;遂;357;0.0037;75.3074
3129;出于;357;0.0037;75.3111
3130;长度;357;0.0037;75.3148
3131;取决于;357;0.0037;75.3185
3132;辩证;356;0.0037;75.3444
3133;众多;356;0.0037;75.3407
3134;夜里;356;0.0037;75.3333
3135;号召;356;0.0037;75.3481
3136;缩小;356;0.0037;75.3296
3137;鱼类;356;0.0037;75.3222
3138;敲;356;0.0037;75.3259
3139;定理;356;0.0037;75.337
3140;氧化;355;0.0037;75.3666
3141;一律;355;0.0037;75.3629
3142;芽;355;0.0037;75.3592
3143;定额;355;0.0037;75.3518
3144;清晰;355;0.0037;75.3555
3145;斜;355;0.0037;75.3703
3146;院子;354;0.0037;75.4147
3147;高大;354;0.0037;75.3814
3148;味;354;0.0037;75.411
3149;始;354;0.0037;75.4221
3150;黄河;354;0.0037;75.4073
3151;如同;354;0.0037;75.4036
3152;海面;354;0.0037;75.3999
3153;力学;354;0.0037;75.4184
3154;品;354;0.0037;75.374
3155;倒是;354;0.0037;75.3962
3156;尖锐;354;0.0037;75.3925
3157;天地;354;0.0037;75.3851
3158;恒星;354;0.0037;75.3777
3159;一口气;354;0.0037;75.3888
3160;布置;353;0.0037;75.448
3161;临床;353;0.0037;75.4443
3162;可怕;353;0.0037;75.4406
3163;快乐;353;0.0037;75.4517
3164;捉;353;0.0037;75.4369
3165;技能;353;0.0037;75.4332
3166;朵;353;0.0037;75.4258
3167;私人;353;0.0037;75.4295
3168;只得;353;0.0037;75.4554
3169;施;352;0.0037;75.485
3170;固;352;0.0037;75.4813
3171;找出;352;0.0037;75.4591
3172;领袖;352;0.0037;75.4776
3173;依赖;352;0.0037;75.4887
3174;一身;352;0.0037;75.4739
3175;饿;352;0.0037;75.4702
3176;假设;352;0.0037;75.4665
3177;印;352;0.0037;75.4628
3178;崇拜;351;0.0037;75.4924
3179;骑;351;0.0037;75.5035
3180;我军;351;0.0037;75.5109
3181;启发;351;0.0037;75.5072
3182;作物;351;0.0037;75.4998
3183;以致;351;0.0037;75.4961
3184;请求;350;0.0037;75.5146
3185;能否;350;0.0037;75.5183
3186;众;350;0.0037;75.522
3187;卫星;350;0.0037;75.5257
3188;着急;350;0.0037;75.5294
3189;这回;350;0.0037;75.5331
3190;托;350;0.0037;75.5368
3191;老爷;349;0.0037;75.5664
3192;岗位;349;0.0037;75.5405
3193;干扰;349;0.0037;75.5627
3194;分开;349;0.0037;75.5701
3195;翻译;349;0.0037;75.559
3196;签订;349;0.0037;75.5553
3197;持;349;0.0037;75.5516
3198;共产党员;349;0.0037;75.5479
3199;脑子;349;0.0037;75.5442
3200;患;348;0.0036;75.5989
3201;交往;348;0.0036;75.5737
3202;社会化;348;0.0036;75.5953
3203;西南;348;0.0036;75.6025
3204;墙;348;0.0036;75.5917
3205;干燥;348;0.0036;75.6061
3206;担;348;0.0036;75.5809
3207;起源;348;0.0036;75.5845
3208;大娘;348;0.0036;75.5773
3209;固定资产;348;0.0036;75.5881
3210;词汇;347;0.0036;75.6421
3211;手法;347;0.0036;75.6457
3212;场面;347;0.0036;75.6385
3213;警察;347;0.0036;75.6349
3214;即可;347;0.0036;75.6313
3215;遭受;347;0.0036;75.6493
3216;部长;347;0.0036;75.6277
3217;蹲;347;0.0036;75.6241
3218;种植;347;0.0036;75.6205
3219;支援;347;0.0036;75.6169
3220;光辉;347;0.0036;75.6097
3221;睡觉;347;0.0036;75.6133
3222;驻;347;0.0036;75.6529
3223;仪式;346;0.0036;75.6853
3224;决议;346;0.0036;75.6817
3225;测;346;0.0036;75.6565
3226;叹;346;0.0036;75.6781
3227;阻碍;346;0.0036;75.6925
3228;立法;346;0.0036;75.6745
3229;点头;346;0.0036;75.6709
3230;开口;346;0.0036;75.6673
3231;工农业;346;0.0036;75.6637
3232;大胆;346;0.0036;75.6601
3233;后果;346;0.0036;75.6889
3234;商人;345;0.0036;75.7141
3235;健全;345;0.0036;75.7105
3236;顿时;345;0.0036;75.7069
3237;预备;345;0.0036;75.7177
3238;高原;345;0.0036;75.6961
3239;制作;345;0.0036;75.7033
3240;基本建设;345;0.0036;75.6997
3241;指导员;344;0.0036;75.7501
3242;合作社;344;0.0036;75.7465
3243;弯;344;0.0036;75.7429
3244;人格;344;0.0036;75.7393
3245;预防;344;0.0036;75.7573
3246;经济体制;344;0.0036;75.7357
3247;哎;344;0.0036;75.7321
3248;连长;344;0.0036;75.7285
3249;洞;344;0.0036;75.7213
3250;西部;344;0.0036;75.7249
3251;在内;344;0.0036;75.7537
3252;见解;343;0.0036;75.7789
3253;果实;343;0.0036;75.7753
3254;送给;343;0.0036;75.7609
3255;纤维;343;0.0036;75.7717
3256;沉默;343;0.0036;75.7825
3257;和谐;343;0.0036;75.7681
3258;走过;343;0.0036;75.7645
3259;设置;342;0.0036;75.8077
3260;泡;342;0.0036;75.7897
3261;正当;342;0.0036;75.8113
3262;尽可能;342;0.0036;75.8149
3263;属性;342;0.0036;75.8041
3264;嘴唇;342;0.0036;75.8185
3265;编;342;0.0036;75.7861
3266;命题;342;0.0036;75.8005
3267;猛;342;0.0036;75.7969
3268;灭;342;0.0036;75.7933
3269;模糊;341;0.0036;75.8689
3270;课程;341;0.0036;75.8653
3271;夏天;341;0.0036;75.8617
3272;中华人民共和国;341;0.0036;75.8581
3273;罢了;341;0.0036;75.8545
3274;北部;341;0.0036;75.8509
3275;收集;341;0.0036;75.8221
3276;波动;341;0.0036;75.8473
3277;掏出;341;0.0036;75.8725
3278;女性;341;0.0036;75.8437
3279;礼;341;0.0036;75.8401
3280;基;341;0.0036;75.8365
3281;每人;341;0.0036;75.8329
3282;最为;341;0.0036;75.8293
3283;阅读;341;0.0036;75.8257
3284;口号;340;0.0036;75.8761
3285;一千;340;0.0036;75.8797
3286;地带;340;0.0036;75.8833
3287;城里;339;0.0035;75.8973
3288;干净;339;0.0035;75.8938
3289;收缩;339;0.0035;75.9043
3290;失;339;0.0035;75.8868
3291;坚定;339;0.0035;75.8903
3292;深处;339;0.0035;75.9008
3293;牌;338;0.0035;75.9078
3294;岩石;338;0.0035;75.9113
3295;不许;338;0.0035;75.9148
3296;铺;338;0.0035;75.9183
3297;延长;337;0.0035;75.9218
3298;旋转;337;0.0035;75.9253
3299;一方;337;0.0035;75.9288
3300;接过;337;0.0035;75.9323
3301;密;336;0.0035;75.9428
3302;夜晚;336;0.0035;75.9358
3303;负责人;336;0.0035;75.9393
3304;爱人;335;0.0035;75.9568
3305;论文;335;0.0035;75.9463
3306;丁;335;0.0035;75.9498
3307;侧;335;0.0035;75.9533
3308;离不开;334;0.0035;75.9603
3309;大于;334;0.0035;75.9638
3310;由此可见;334;0.0035;75.9673
